airport_code,airport_name,latitude,longitude
FVE,Fallbrook Community Airpark,33.35416667,-117.2508333
FVF,Hagadera,0.05972222,40.31583333
FVG,Wickenburg Municipal,33.97055556,-112.795
FVH,Othello Municipal,46.79416667,-119.08
FVI,Byerley,32.82583333,-91.18777778
FVJ,Amberley Airport,-27.64055556,152.7119444
FVN,Big Sky Field,48.15333333,-104.5041667
FVO,Aurora State,45.24722222,-122.77
FVP,Gansner Field,39.94388889,-120.9452778
FVQ,Donlin Creek Mine Airport,62.07194444,-158.2041667
FVR,Three Forks Airport,45.87861111,-111.5691667
FVS,Rexburg-Madison County,43.83388889,-111.805
FVT,Latacunga Airport,-0.54388889,-78.37
FVU,Las Palmas Airport,-12.16083333,-76.99888889
FVV,Kern Valley,35.72833333,-118.4197222
FVW,Golden Creek Mine Airport,65.28333333,-153
FVX,Grace Harbor Airport,54.91666667,-132.9166667
FVY,Unuk River Airport,56.08333333,-131.9666667
FVZ,Inigok,70.00388889,-153.0775
FWA,Fort Wayne International,40.97833333,-85.19527778
FWH,Fort Worth NAS JRB/Carswell Field,32.76916667,-97.44166667
FWL,Farewell Airport,62.50916667,-153.8902778
FWS,Fort Worth Spinks,32.56527778,-97.30805556
FXE,Fort Lauderdale Executive,26.19722222,-80.17083333
A35,Bullen Point AFS,70.17277778,-146.8361111
FXO,Nova Freixo Airport,-14.80527778,36.52694444
FXR,Frankfort Municipal,40.27333333,-86.56222222
FXY,Forest City Municipal,43.23472222,-93.62416667
FYT,Faya-Largeau Airport,17.9175,19.11138889
FYU,Fort Yukon Airport,66.5725,-145.2463889
FYV,Drake Field,36.005,-94.17
FZO,Bristol Filton,51.51944444,-2.59083333
GA1,Barwick Lafayette,34.68861111,-85.29027778
GA2,West Georgia Regional - O V Gray Field,33.63166667,-85.15222222
GA3,Newnan Coweta County,33.31166667,-84.76972222
GAC,Gracias Airport,14.59666667,-88.59388889
GAD,Northeast Alabama Regional,33.97277778,-86.08916667
GAE,Matmata Northeast,33.87694444,10.10333333
GAI,Montgomery County Airpark,39.16833333,-77.16611111
GAJ,Yamagata Airport,38.41194444,140.3713889
GAL,Edward G. Pitka Sr.,64.73611111,-156.9375
GAM,Gambell Airport,63.76666667,-171.7327778
GAN,Gan Island Airport,-0.69333333,73.15555556
GAO,Los Canos,20.08111111,-75.15805556
GAQ,Gao Airport,16.24861111,-0.00527778
GAR,Garaina Airport,-7.87666667,147.1436111
GAT,Gap Tallard,44.45361111,6.03666667
GAU,Guwahati International,26.10777778,91.58583333
GAW,Gangaw Airport,22.175,94.13416667
GAY,Gaya Airport,24.74416667,84.95055556
GB1,Wattisham,52.12722222,0.95638889
GBA,Goose Bay AAF,61.395,-149.8416667
GBD,Great Bend Municipal,38.34416667,-98.85916667
GBE,Sir Seretse Khama International,-24.55305556,25.92277778
GBG,Galesburg Municipal,40.93805556,-90.43111111
GBH,Galbraith Lake Airport,68.47972222,-149.49
GBJ,Marie Galante Airport,15.86888889,-61.27
GBK,Gbangbatok Airport,7.8125,-12.37805556
GBR,Walter J. Koladza,42.18416667,-73.40333333
GBU,Khashm El Girba Airport,14.92416667,35.87694444
GCA,Guacamayas Airport,2.28333333,-74.95
GCC,Gillette Campbell County,44.34888889,-105.5394444
GCI,Guernsey Airport,49.435,-2.60277778
GCK,Garden City Regional,37.9275,-100.7244444
GCM,Owen Roberts International,19.29277778,-81.35777778
GCN,Grand Canyon National Park,35.95222222,-112.1469444
GCY,Municipal,36.19138889,-82.81666667
GDC,Donaldson Field,34.75833333,-82.37638889
GDE,Gode Airport,5.93472222,43.57805556
GDH,Golden Horn Lodge Seaplane Base,59.74694444,-158.8747222
GDL,Miguel Hidalgo Y Costilla International,20.52194444,-103.3111111
GDM,Gardner Municipal,42.55,-72.01611111
GDN,Gdansk Lech Walesa,54.37611111,18.47194444
GDQ,Gondar Airport,12.52,37.43416667
GDT,JAGS McCartney International,21.44444444,-71.14222222
GDV,Dawson Community,47.13861111,-104.8072222
GDW,Gladwin Zettel Memorial,43.97055556,-84.475
GDX,Sokol,59.91111111,150.725
GEA,Noumea Magenta,-22.25777778,166.4727778
GED,Sussex County,38.68916667,-75.35888889
GEG,Spokane International,47.61916667,-117.5352778
GEK,Ganes Creek Airport,62.97555556,-156.5133333
GEL,Santo Angelo Airport,-28.28166667,-54.16916667
GEN,Gardermoen,60.20305556,11.08527778
GEO,Cheddi Jagan International,6.49861111,-58.25416667
GER,Rafael Cabrera,21.83805556,-82.77972222
GES,General Santos Airport,6.10555556,125.235
GET,Geraldton Airport,-28.79611111,114.7075
GEV,Gallivare Airport,67.1325,20.81472222
GEY,South Big Horn County,44.51805556,-108.0830556
GEZ,Shelbyville Municipal,39.58305556,-85.80472222
GFA,Malmstrom AFB Heliport,47.50472222,-111.1872222
GFB,Togiak Fish Airport,59.05,-160.2833333
GFF,Griffith Airport,-34.25083333,146.0672222
GFK,Grand Forks International,47.94722222,-97.17388889
GFL,Floyd Bennett Memorial,43.34111111,-73.61027778
GFN,Grafton Airport,-29.75944444,153.03
GFO,Bartica Airport,6.36027778,-58.65416667
GFR,Granville Mont Saint Michel,48.88222222,-1.56555556
GFY,Grootfontein Airport,-19.60222222,18.1225
GGE,Georgetown County,33.31138889,-79.32027778
GGG,East Texas Regional,32.38388889,-94.71138889
GGN,Gagnoa Airport,6.10361111,-5.98694444
GGT,Exuma International,23.5625,-75.8775
GGW,Wokal Field/Glasgow International,48.2125,-106.6147222
GHA,Noumerat Moufdi Zakaria,32.38361111,3.79472222
GHB,Governors Harbour Airport,25.28472222,-76.33111111
GHC,Great Harbour Cay Airport,25.73833333,-77.84027778
GHT,Ghat Airport,25.13583333,10.14666667
GHU,Gualeguaychu Airport,-33.00555556,-58.61277778
GIB,Gibraltar Airport,36.15111111,-5.34972222
GIG,Galeao-Antonio Carlos Jobim,-22.80888889,-43.24361111
GIL,Gilgit Airport,35.91888889,74.33361111
GIS,Gisborne Airport,-38.66388889,177.9769444
GIZ,Gizan Saudia Arabia,16.86666667,42.58333333
GJA,Guanaja,16.44555556,-85.90666667
GJM,Guajara Mirim,-10.78638889,-65.28472222
GJT,Grand Junction Regional,39.1225,-108.5266667
GKA,Goroka Airport,-6.08166667,145.3919444
GKL,Bonnie Doon,-23.18333333,150.9416667
GKN,Gulkana Airport,62.155,-145.4544444
GL1,Station Nord Airport,81.60055556,-16.66722222
GL2,Hyde Fjord Ice Strip,83.06666667,-31.25
GLA,Glasgow Airport,55.87194444,-4.43305556
GLD,Renner Field,39.37055556,-101.6988889
GLF,Golfito Airport,8.65388889,-83.18194444
GLH,Greenville Mid Delta,33.48277778,-90.98555556
GLI,Glen Innes Airport,-29.675,151.6894444
GLK,Galcaio Airport,6.78111111,47.45472222
GLM,Glenormiston Airport,-22.88888889,138.8241667
GLN,Goulimime Airport,29.02638889,-10.05055556
GLO,Gloucestershire,51.89416667,-2.16722222
GLQ,Glennallen Airport,62.11861111,-145.55
GLR,Gaylord Regional,45.01305556,-84.70333333
GLS,Scholes International at Galveston,29.26527778,-94.86055556
GLT,Gladstone Airport,-23.86972222,151.2227778
GLV,Golovin Airport,64.55055556,-163.0072222
GLW,Glasgow Municipal,37.03166667,-85.95361111
GMA,Gemena Airport,3.23527778,19.77138889
GMC,Guerima Airport,3.63333333,-71.16666667
GMP,Gimpo International,37.55861111,126.7905556
GMT,Granite Mountain AS,65.40222222,-161.2813889
GMU,Greenville Downtown,34.84805556,-82.35
GNA,Hrodna Airport,53.60194444,24.05388889
GNB,Grenoble Isere,45.36305556,5.32944444
GND,Maurice Bishop International,12.00416667,-61.78611111
GNR,General Roca Airport,-39,-67.62055556
GNU,Goodnews,59.11777778,-161.5736111
GNV,Gainesville Regional,29.69,-82.27166667
GOA,Genova/Sestri,44.41333333,8.8375
GOB,Goba Airport,7.01388889,39.98055556
GOH,Nuuk Airport,64.19083333,-51.67805556
GOI,Goa Airport,15.38083333,73.82694444
GOJ,Strigino,56.22944444,43.78222222
GOL,Gold Beach Municipal,42.41527778,-124.425
GOM,Goma Airport,-1.67083333,29.23833333
GON,Groton-New London,41.33,-72.04527778
GOO,Goondiwindi Airport,-28.52138889,150.3202778
GOP,Gorakhpur Airport,26.74083333,83.45
GOR,Gore Airport,8.16111111,35.55277778
GOS,Gosford Airport,-33.43333333,151.35
GOT,Landvetter,57.66277778,12.27972222
GOU,Garoua Airport,9.33583333,13.37
GOV,Gove Airport,-12.26944444,136.8183333
GOZ,Gorna Oryahovitsa Airport,43.15138889,25.71277778
GPI,Guapi Airport,2.58333333,-77.9
GPM,Grand Prairie Municipal,32.69888889,-97.04694444
GPS,Baltra,-0.43472222,-90.28277778
GPT,Gulfport-Biloxi International,30.40722222,-89.07
GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,47.21027778,-93.51
GQQ,Horning,40.73611111,-82.75277778
GRA,Germania,8.32833333,-73.69194444
GRB,Austin Straubel International,44.48472222,-88.12972222
GRD,Greenwood County,34.24861111,-82.15916667
GRF,Gray AAF,47.07916667,-122.5808333
GRI,Central Nebraska Regional,40.9675,-98.30972222
GRJ,George Airport,-34.00555556,22.37861111
GRK,Robert Gray AAF,31.06722222,-97.82888889
GRO,Gerona Costa Brava,41.90916667,2.76333333
GRP,Gurupi Airport,-11.73972222,-49.13222222
GRQ,Eelde,53.11888889,6.57722222
GRR,Gerald R. Ford International,42.88083333,-85.52277778
GRS,Grosseto Airport,42.76083333,11.07055556
GRU,Guarulhos Gov Andre Franco Montouro,-23.43222222,-46.46944444
GRW,Graciosa Island Airport,39.06666667,-28
GRX,Granada Airport,37.18861111,-3.77722222
GRZ,Graz International,46.99111111,15.43972222
GSB,Seymour Johnson AFB,35.33944444,-77.96055556
GSE,Gothenburg City,57.77583333,11.87305556
GSH,Goshen Municipal,41.52638889,-85.79416667
GSO,Piedmont Triad International,36.10138889,-79.94111111
GSP,Greenville-Spartanburg International,34.89555556,-82.21888889
GST,Gustavus Airport,58.42527778,-135.7075
GSW,Greater Southwest International,32.8275,-97.04527778
GT1,San Jose Airport,13.93611111,-90.83583333
GTB,Genting Airport,3.41666667,101.8
GTE,Groote Eylandt,-13.975,136.46
GTF,Great Falls International,47.48277778,-111.3705556
GTK,Sungei Tekai Airport,2.6,102.9166667
GTN,Glentanner,-43.91083333,170.1288889
GTO,Djalaluddin,0.63694444,122.8502778
GTR,Golden Triangle Regional,33.44833333,-88.59138889
GTU,Georgetown Municipal,30.67888889,-97.67944444
GTW,Holesov,49.31361111,17.57722222
GUA,La Aurora International,14.58333333,-90.5275
GUB,Guerrero Negro Airport,28.02611111,-114.0238889
GUC,Gunnison-Crested Butte Regional,38.53388889,-106.9330556
GUD,Goundam Airport,16.35833333,-3.60444444
GUH,Gunnedah Airport,-30.96111111,150.2505556
GUI,Guiria Airport,10.57416667,-62.31277778
GUM,Guam International,13.48388889,144.7972222
GUO,Jicalapa,15.0075,-86.05055556
GUP,Gallup Municipal,35.51111111,-108.7894444
GUQ,Guanare Airport,9.02694444,-69.75555556
GUR,Gurney,-10.31027778,150.3341667
GUS,Grissom ARB,40.64805556,-86.15222222
GUT,Gutersloh Airport,51.92277778,8.30638889
GUW,Atyrau Airport,47.12194444,51.82
GUY,Guymon Municipal,36.685,-101.5077778
GUZ,Guiratinga Airport,-16.29333333,-53.76944444
GVA,Geneva Cointrin,46.23805556,6.10888889
GVE,Gordonsville Municipal,38.15611111,-78.16583333
GVL,Lee Gilmer Memorial,34.2725,-83.83027778
GVQ,Genesee County,43.03166667,-78.16972222
GVR,Governador Valadares Airport,-18.89527778,-41.98222222
GVT,Majors,33.06777778,-96.06527778
GVW,Richards/Gebaur AFB,38.85083333,-94.55833333
GVX,Gavle Airport,60.59305556,16.95138889
GWD,Gwadar International,25.23333333,62.32944444
GWE,Gweru Thornhill,-19.43694444,29.86138889
GWL,Gwalior Airport,26.295,78.22777778
GWO,Greenwood/Leflore,33.49416667,-90.08472222
GWR,Gwinner-Roger Melroe Field,46.21833333,-97.64333333
GWS,Glenwood Springs Municipal,39.50611111,-107.3091667
GWT,Sylt,54.91166667,8.3425
GWY,Carnmore,53.29444444,-8.95
GXF,Sayun International,15.96611111,48.78833333
GXH,Mildenhall NAF,52.35,0.5
GXQ,Teniente Vidal,-45.59416667,-72.10611111
GXX,Yagoua Ville,10.35638889,15.23777778
GYA,Guayaramerin Airport,-10.82194444,-65.34583333
BAK,Baku Metropolitan Area,40.4675,50.04666667
GYE,Jose Joaquin de Olmedo International,-2.15777778,-79.88388889
GYM,General Jose Maria Yanez International,27.96944444,-110.9236111
GYN,Santa Genoveva,-16.63194444,-49.22111111
GYR,Phoenix Goodyear,33.42388889,-112.3747222
GYY,Gary/Chicago International,41.61638889,-87.41277778
GZO,Gizo Airport,-8.09833333,156.8641667
GZT,Gaziantep Airport,36.94722222,37.47805556
HAB,Marion County,34.12916667,-87.99444444
HAC,Hachijo Jima Island Airport,33.115,139.7858333
HAD,Halmstad Airport,56.69111111,12.82027778
HAE,Havasupai Airport,36.21666667,-112.6666667
HAF,Half Moon Bay Airport,37.51333333,-122.5011111
HAH,Prince Said Ibrahim,-11.53361111,43.27194444
HAJ,Hannover Airport,52.46111111,9.685
HAK,Meilan,19.93472222,110.4588889
HAM,Hamburg Airport,53.63305556,9.99305556
HAN,Noibai International,21.22027778,105.8055556
HAO,Butler County Regional Hogan Field,39.36388889,-84.52194444
HAP,Long Island Airport,-20.33333333,148.85
HAR,Capital City,40.21722222,-76.85138889
HAS,Hail Airport,27.44,41.68638889
HAU,Karmoy,59.34527778,5.20833333
HAV,Jose Marti International,22.98916667,-82.40916667
HAY,Haycock Airport,65.20277778,-161.1527778
HBA,Hobart Airport,-42.83611111,147.5102778
HBC,Hanus Bay Airport,57.41666667,-135.0333333
HBE,Borg El Arab,30.91805556,29.69583333
HBG,Hattiesburg Bobby L. Chain Municipal,31.265,-89.25277778
HBH,Hobart Bay Airport,57.4,-133.4666667
HBI,Harbour Island Airport,25.48833333,-76.635
HBL,Babelegi Heliport,-25.38333333,28.28333333
HBT,Al Batin,27.95555556,45.55611111
HBV,Jim Hogg County,27.34944444,-98.73694444
HBY,Hood Bay Airport,57.38194444,-134.3952778
HCA,Howard County,32.30361111,-101.4338889
HCB,Shoal Cove Airport,55.45,-131.2833333
HCR,Holy Cross Airport,62.18833333,-159.775
HDA,Hidden Falls Airport,57.21666667,-134.8833333
HDB,Heidelberg AHP,49.39333333,8.65166667
HDD,Hyderabad Airport,25.31805556,68.36638889
HDF,Heringsdorf Airport,53.87888889,14.15138889
HDH,Dillingham,21.57944444,-158.1972222
HDM,Hamadan Airport,34.86666667,48.55916667
HDN,Yampa Valley,40.48111111,-107.2177778
HDS,Hoedspruit Airport,-24.3475,30.94611111
HDY,Hat Yai International,6.93277778,100.3941667
HEA,Herat Airport,34.20777778,62.22805556
HED,Herendeen Bay,55.80138889,-160.8991667
HEH,Heho Airport,20.74694444,96.79194444
HEI,Heide-Busum,54.15333333,8.90166667
HEL,Helsinki Vantaa,60.31722222,24.96333333
HER,Nikos Kazantzakis,35.33972222,25.18027778
HES,Hermiston Municipal,45.82833333,-119.2591667
HET,Baita,40.84972222,111.8244444
HEX,Herrera International,18.46861111,-69.97027778
HEZ,Hardy-Anders Field Natchez-Adams County,31.61361111,-91.29722222
HFA,Haifa Airport,32.81027778,35.04361111
HFD,Hartford Brainard,41.73666667,-72.64944444
HFE,Luogang,31.78,117.2986111
HFF,Mackall AAF,35.03666667,-79.4975
HFN,Hornafjordur,64.29555556,-15.22722222
HFT,Hammerfest Airport,70.67944444,23.66861111
HGA,Egal International,9.51805556,44.08972222
HGD,Hughenden Airport,-20.815,144.2252778
HGH,Xiaoshan,30.23722222,120.4291667
HGL,Helgoland Dune,54.18583333,7.91472222
HGN,Mae Hong Son Airport,19.30166667,97.97583333
HGO,Korhogo Airport,9.38722222,-5.55666667
HGR,Hagerstown Regional-Richard A. Henson Field,39.70861111,-77.72638889
HGS,Hastings,8.39444444,-13.12861111
HGU,Mount Hagen Airport,-5.82611111,144.2958333
HGZ,Hogatza Airport,66.19166667,-155.6688889
HHE,Hachinohe Airport,40.55194444,141.4672222
HHH,Hilton Head Airport,32.22444444,-80.6975
HHN,Frankfurt Hahn,49.94861111,7.26388889
HHP,Kai Tak Heliport,22.31527778,114.2088889
HHR,Jack Northrop Field/Hawthorne Municipal,33.92277778,-118.3352778
KS3,Hiawatha Municipal,39.87916667,-95.52527778
HIB,Range Regional,47.38666667,-92.83888889
HIE,Mount Washington Regional,44.3675,-71.54583333
HIF,Hill AFB,41.12388889,-111.9730556
HII,Lake Havasu City Airport,34.57111111,-114.3583333
HIJ,Hiroshima Airport,34.43611111,132.9194444
HIK,Joint Base Pearl Harbor-Hickam,21.31777778,-157.9202778
HIN,Sacheon AB,35.08861111,128.0705556
HIO,Portland Hillsboro,45.54083333,-122.9502778
HIR,Honiara International,-9.42833333,160.0544444
HIS,Hayman Island Airport,-20.06666667,148.8666667
HJR,Khajuraho Airport,24.81777778,79.91888889
HKA,Blytheville Municipal,35.94055556,-89.83083333
HKB,Healy River,63.8675,-148.9688889
HKD,Hakodate Airport,41.77027778,140.8219444
HKG,Hong Kong International,22.30888889,113.9147222
HKK,Hokitika Airport,-42.71138889,170.9847222
HKN,Hoskins Airport,-5.46222222,150.405
HKP,Kaanapali Airport,20.94583333,-156.6930556
HKS,Hawkins Field,32.33472222,-90.2225
HKT,Phuket International,8.11333333,98.31694444
HKY,Hickory Regional,35.74111111,-81.38944444
HLA,Lanseria International,-25.93916667,27.92638889
HLD,Hailar Airport,49.20611111,119.8280556
HLF,Hultsfred Airport,57.52583333,15.82333333
HLG,Wheeling Ohio County,40.175,-80.64638889
HLI,Hollister Municipal,36.89333333,-121.4102778
HLM,Park Township,42.79583333,-86.16194444
HLN,Helena Regional,46.60694444,-111.9827778
HLO,Holbrook Municipal,34.93861111,-110.1402778
HLP,Halim Perdanakusuma International,-6.2675,106.8863889
HLT,Hamilton Airport,-37.64888889,142.0652778
HLZ,Hamilton Airport,-37.86527778,175.3327778
HME,Oued Irara Krim Belkacem,31.67277778,6.14027778
HMN,Holloman AFB,32.85222222,-106.1091667
HMO,General Ignacio P. Garcia International,29.09333333,-111.0525
HMS,Homeshore Airport,58.29444444,-135.3472222
HMT,Hemet-Ryan,33.73388889,-117.0225
HNA,Hanamaki Airport,39.42861111,141.1352778
HNC,Billy Mitchell,35.23277778,-75.61777778
HND,Tokyo International,35.55333333,139.7811111
HNG,Hienghene/Henri Martinet,-20.69611111,164.9869444
HNH,Hoonah Airport,58.09611111,-135.4088889
HNL,Honolulu International,21.31777778,-157.9202778
HNM,Hana Airport,20.79555556,-156.0144444
HNS,Haines Airport,59.24388889,-135.5236111
HOB,Lea County Regional,32.6875,-103.2172222
HOD,Hodeidah International,14.75305556,42.97638889
HOF,Al Ahsa,25.28555556,49.48527778
HOG,Frank Pais International,20.78555556,-76.315
HOI,Hao,-18.075,-140.9458333
HOK,Hooker Creek Airport,-18.33583333,130.6433333
HOL,Holikachuk Airport,62.91055556,-159.5277778
HOM,Homer Airport,59.64555556,-151.4766667
HON,Huron Regional,44.38527778,-98.22861111
HOP,Campbell AAF,36.66861111,-87.49611111
HOQ,Hof Plauen,50.28861111,11.85416667
HOR,Horta Airport,38.52,-28.71583333
HOT,Memorial Field,34.47805556,-93.09611111
HOU,William P Hobby,29.64555556,-95.27888889
HOV,Hovden,62.17916667,6.07111111
HOW,Panama Pacifico International,8.91472222,-79.59972222
HPA,Salote Pilolevu,-19.77694444,-174.3413889
HPB,Hooper Bay Airport,61.52388889,-166.1466667
HPH,Catbi,20.81944444,106.725
HPN,Westchester County,41.06694444,-73.7075
HPT,Hampton Municipal,42.72361111,-93.22638889
HPV,Princeville,22.20916667,-159.4455556
HQM,Bowerman,46.97111111,-123.9366667
HRB,Taiping,45.62361111,126.2502778
HRE,Harare International,-17.93166667,31.09277778
HRG,Hurghada International,27.17861111,33.80111111
HRK,Kharkov Airport,49.93333333,36.28333333
HRL,Valley International,26.22722222,-97.65527778
HRO,Boone County,36.26138889,-93.15472222
HRT,Linton-On-Ouse,54.04944444,-1.25305556
HSC,Shaoguan Airport,24.83333333,113.6166667
HSH,Henderson Executive,35.97277778,-115.1344444
HSI,Hastings Municipal,40.60527778,-98.42777778
HSK,Huesca Airport,42.08083333,-0.32333333
HSL,Huslia Airport,65.69777778,-156.3513889
HSP,Ingalls Field,37.95138889,-79.83388889
HST,Homestead ARB,25.48861111,-80.38361111
HSV,Huntsville International-Carl T Jones Field,34.63722222,-86.775
HTA,Chita Airport,52.02638889,113.305
HTF,Hatfield Airport,51.76583333,-0.24833333
HTH,Hawthorne Industrial,38.545,-118.6325
HTI,Hamilton Island Airport,-20.35805556,148.9516667
HTO,East Hampton Airport,40.95944444,-72.25166667
HTS,Tri-State/Milton J. Ferguson Field,38.36694444,-82.55861111
HTZ,Hato Corozal Airport,6.15361111,-71.76166667
HUA,Redstone AAF,34.67861111,-86.68472222
HUC,Humacao Airport,18.13805556,-65.80083333
HUE,Humera Airport,14.25,36.58333333
HUF,Terre Haute International-Hulman Field,39.45138889,-87.3075
HUG,Huehuetenango Airport,15.31638889,-91.505
HUH,Huahine Fare,-16.68694444,-151.0216667
HUI,Phubai International,16.40055556,107.7036111
HUL,Houlton International,46.12472222,-67.79222222
HUM,Houma Terrebonne,29.56638889,-90.66055556
HUN,Hualien Airport,24.02361111,121.6169444
HUS,Hughes Airport,66.03916667,-154.2647222
HUT,Hutchinson Municipal,38.06555556,-97.86055556
HUU,Alferez FAP David Figueroa Fernandini,-9.87888889,-76.20472222
HUV,Hudiksvall Airport,61.76833333,17.08
HUX,Bahias de Huatulco International,15.77555556,-96.26111111
HUY,Humberside Airport,53.57444444,-0.35083333
HVA,Analalava Airport,-14.62638889,47.76666667
HVB,Hervey Bay Airport,-25.31888889,152.8802778
HVC,Hopkinsville-Christian County,36.85694444,-87.455
HVN,Tweed New Haven,41.26388889,-72.88694444
HVR,Havre City-County,48.54305556,-109.7622222
HVS,Hartsville Regional,34.40305556,-80.11916667
HWD,Hayward Executive,37.65888889,-122.1216667
HWI,Hawk Inlet Airport,58.13333333,-134.75
HYA,Barnstable Municipal-Boardman/Polando Field,41.66944444,-70.28027778
HYD,Hyderabad Airport,17.45305556,78.46888889
HYG,Hydaburg Seaplane Base,55.20666667,-132.8266667
HYL,Hollis Seaplane Base,55.48194444,-132.6444444
HYR,Sawyer County,46.02527778,-91.44305556
HYS,Hays Regional,38.84222222,-99.27305556
HZH,Liping,26.32222222,109.15
HZK,Husavik Airport,65.95222222,-17.42611111
HZL,Hazleton Regional,40.98666667,-75.995
IA1,Shenandoah Municipal,40.75166667,-95.41361111
IA2,Webster City Municipal,42.43638889,-93.86888889
IA3,Red Oak Municipal,41.01083333,-95.25888889
IAB,McConnell AFB,37.62305556,-97.2675
IAD,Washington Dulles International,38.9475,-77.46
IAG,Niagara Falls International,43.1075,-78.94583333
IAH,George Bush Intercontinental/Houston,29.98444444,-95.34138889
IAM,In Amenas Airport,28.0575,9.64083333
IAN,Bob Baker Memorial,66.97583333,-160.4366667
IAR,Yaroslavl Airport,57.61888889,39.84138889
IAS,Iasi International,47.18027778,27.62083333
IBA,Ibadan Airport,7.3625,3.97833333
IBE,Perales,4.42166667,-75.13361111
ITI,Itambacuri Airport,-18.08611111,-41.68638889
IBZ,Ibiza Airport,38.87277778,1.37305556
ICI,Cicia Airport,-17.74083333,-179.3419444
ICK,Nieuw,5.95416667,-57.03805556
ICN,Incheon International,37.46416667,126.4405556
ICT,Wichita Dwight D Eisenhower National,37.65,-97.43305556
ICY,Icy Bay Airport,59.96888889,-141.6616667
IDA,Idaho Falls Regional,43.51361111,-112.0708333
IDI,Indiana County,40.63111111,-79.10166667
IDO,Santa Isabel Do Morro Airport,-11.57222222,-50.66611111
IDP,Independence Municipal,37.15805556,-95.77888889
IDR,Indore Airport,22.72083333,75.79916667
IE1,Casement,53.30138889,-6.44277778
IEG,Babimost,52.13861111,15.79861111
IEV,Zhuliany International,50.40166667,30.45111111
IFJ,Isafjordur Airport,66.05805556,-23.13527778
IFL,Innisfail Airport,-17.55944444,146.0116667
IFN,Shahid Beheshti International,32.75083333,51.86138889
IFO,Ivano - Frankovska International,48.88388889,24.68444444
IGA,Inagua Airport,20.98333333,-73.66666667
IGG,Igiugig Airport,59.32416667,-155.9016667
IGH,Ingham Airport,-18.66055556,146.1516667
IGL,Cigli,38.51305556,27.01
IGM,Kingman Airport,35.25944444,-113.9380556
IGN,Maria Cristina,8.13111111,124.2141667
IGO,Chigorodo Airport,7.6775,-76.68305556
IGR,Cataratas,-25.74166667,-54.46583333
IGU,Cataratas International,-25.59611111,-54.48722222
IGX,Horace Williams,35.935,-79.06583333
IHU,Ihu Airport,-7.89777778,145.3966667
II1,Rantoul National Aviation Center,40.29361111,-88.1425
LOT,Lewis University,41.60805556,-88.09611111
II3,De Kalb Taylor Municipal,41.93388889,-88.70555556
II4,Logan County,40.15861111,-89.335
IJU,Ijui Airport,-28.36861111,-53.84666667
IJX,Jacksonville Municipal,39.77472222,-90.23833333
IKA,Imam Khomaini International,35.41833333,51.14361111
IKB,Wilkes County,36.22361111,-81.09861111
IKI,Iki Airport,33.74916667,129.7855556
IKK,Greater Kankakee,41.07138889,-87.84638889
IKO,Nikolski AS,52.94166667,-168.8491667
IKT,Irkutsk Airport,52.26722222,104.3947222
IKV,Ankeny Regional,41.69111111,-93.56638889
IL1,Nevatim AB,31.20055556,35.01472222
ILE,Skylark Field,31.08583333,-97.68638889
ILG,New Castle,39.67861111,-75.60666667
ILI,Iliamna Airport,59.75555556,-154.9177778
ILL,Willmar Municipal,45.11694444,-95.12944444
ILM,Wilmington International,34.27111111,-77.90277778
ILN,Wilmington Air Park,39.42805556,-83.79222222
ILO,Iloilo Airport,10.83305556,122.4933333
ILP,Ile Des Pins Moue,-22.58861111,167.4552778
ILQ,Ilo Airport,-17.695,-71.34388889
ILR,Ilorin Airport,8.44,4.49388889
ILY,Islay Airport,55.68333333,-6.25972222
ILZ,Zilina International,49.23333333,18.61361111
IMF,Imphal Airport,24.75972222,93.89722222
IML,Imperial Municipal,40.51027778,-101.6202778
IMM,Immokalee Regional,26.43388889,-81.40138889
IMP,Imperatriz Airport,-5.53194444,-47.48055556
IMT,Ford,45.81833333,-88.11444444
IN1,De Kalb County,41.30722222,-85.06444444
IN2,Indianapolis Executive,40.03055556,-86.25138889
INC,Hedong,38.32277778,106.3933333
IND,Indianapolis International,39.71722222,-86.29472222
INF,In Guezzam Airport,19.56027778,5.75
ING,Lago Argentino Airport,-50.33472222,-72.24888889
INH,Inhambane Airport,-23.87666667,35.40888889
INL,Falls International Einarson Field,48.56555556,-93.40222222
INN,Innsbruck Airport,47.26027778,11.34388889
INO,Inongo Airport,-1.94666667,18.28527778
INS,Creech AFB,36.58722222,-115.6733333
INT,Smith Reynolds,36.13361111,-80.22194444
INU,Nauru Island,-0.53333333,166.9166667
INV,Inverness Airport,57.5425,-4.0475
INW,Winslow-Lindbergh Regional,35.02166667,-110.7230556
IOA,Ioannina Airport,39.69722222,20.82194444
IOM,Isle of Man Airport,54.08333333,-4.62333333
ION,Impfondo Airport,1.58944444,18.04694444
IOR,Inishmore Airport,53.10694444,-9.65305556
IOS,Bahia-Jorge Amado,-14.81583333,-39.03333333
IOU,Ile Ouen Airport,-22.46055556,166.7827778
IOW,Iowa City Municipal,41.63972222,-91.54805556
IPC,Mataveri International,-27.16472222,-109.4216667
IPE,Ipil Airport,7.78555556,122.6013889
IPH,Ipoh Sultan Azlan Shah,4.56916667,101.0930556
IPI,San Luis,0.86194444,-77.67194444
IPL,Imperial County,32.83416667,-115.5788889
IPN,Usiminas,-19.47083333,-42.4875
